fen,action,score,result
8/8/3b4/8/3wb3/8/8/8 b,"(3, 4)",0
8/8/3b4/2w5/3wb3/3b4/8/8 w,"(4, 6)",0
8/8/3b4/2w5/3wb3/3b4/8/8 b,"(4, 4)",0
8/8/3b4/2ww4/3wb3/3bb3/8/8 w,"(5, 6)",0
8/8/3b4/2ww4/3wb3/3bb3/8/8 b,"(5, 4)",-50
8/8/3b4/1bwww3/3wb3/3bb3/8/8 w,"(2, 4)",-50
8/8/3b4/1bwww3/3wb3/3bb3/8/8 b,"(6, 4)",-100,-1
2w5/5b2/5b1w/1b5w/1b3w2/1bw2b2/wbb5/w1w1wbb1 w,"(2, 4)",100,1
w1b3w1/w3bbww/w1b3b1/4bbw1/2w2b1b/1wb1b3/1wbbbw2/w5w1 b,"(1, 4)",-100,-1
3bw1bb/bbw4w/b7/2w1w3/1w2b1b1/w5bw/5b1b/1w3wwb w,"(5, 5)",-50
3bw1bb/bbw4w/b7/2w1w3/1w2b1b1/w5bw/5b1b/1w3wwb b,"(4, 3)",-100,-1
2b5/2w5/2bwb3/3w4/1w5b/4w3/3b3b/8 b,"(4, 5)",-50
2b5/2wb4/2bwb3/3w4/1w1w3b/4w3/3b3b/8 w,"(4, 2)",50
2b5/2wb4/2bwb3/3w4/1w1w3b/4w3/3b3b/8 b,"(4, 6)",-100,-1
8/8/8/2b5/8/3b4/8/2w5 w,"(3, 4)",0
8/8/8/2b5/8/3b4/8/2w5 b,"(4, 5)",0
8/8/3b4/2b5/3w4/3b4/8/2w5 w,"(4, 3)",0
8/8/3b4/2b5/3w4/3b4/8/2w5 b,"(5, 4)",0
8/8/3bb3/2b1w3/3w4/3b4/8/2w5 w,"(5, 3)",0
8/8/3bb3/2b1w3/3w4/3b4/8/2w5 b,"(3, 5)",0
8/8/3bb3/2bbw3/2ww4/3b4/8/2w5 w,"(4, 4)",0
8/8/3bb3/2bbw3/2ww4/3b4/8/2w5 b,"(5, 5)",-50
8/8/3bb3/2bbw3/1bwww3/3b4/8/2w5 w,"(2, 5)",50
8/8/3bb3/2bbw3/1bwww3/3b4/8/2w5 b,"(1, 6)",-50
8/4b3/3bb3/2bbw3/1bwww3/w2b4/8/2w5 w,"(5, 2)",100,1
1w6/w1b4w/6b1/2w1bw2/b1b3w1/b3bbw1/4b3/3bw2w w,"(5, 4)",50
1w6/w1b4w/6b1/2w1bw2/b1b3w1/b3bbw1/4b3/3bw2w b,"(4, 5)",-50
1w6/w1b4w/1b4b1/2w1bw2/b1bw2w1/b3bbw1/4b3/3bw2w w,"(2, 3)",50
1w6/w1b4w/1b4b1/2w1bw2/b1bw2w1/b3bbw1/4b3/3bw2w b,"(5, 5)",-50
1w6/w1b4w/1b4b1/2w1bw2/b1bwwbw1/b3bbw1/4b3/3bw2w w,"(6, 5)",50
1w6/w1b4w/1b4b1/2w1bw2/b1bwwbw1/b3bbw1/4b3/3bw2w b,"(2, 4)",50
1w6/w1b4w/1b1b2b1/1ww1bw2/b1bwwbw1/b3bbw1/4b3/3bw2w w,"(4, 3)",100,1
7w/b3w3/1bb5/1bb5/w2b4/4ww2/5wbb/7w w,"(2, 3)",100,1
2w5/8/1w1wb3/1w1b4/1b2b3/1w4b1/1b3w2/6b1 w,"(5, 5)",0
2w5/8/1w1wb3/1w1b4/1b2b3/1w4b1/1b3w2/6b1 b,"(3, 4)",0
2w5/8/1w1wb3/1wwb4/1b1bb3/1w4b1/1b3w2/6b1 w,"(4, 5)",50
2w5/8/1w1wb3/1wwb4/1b1bb3/1w4b1/1b3w2/6b1 b,"(4, 6)",50
2w5/8/1w1wb3/1wwb4/1bbbb3/1w1w2b1/1b3w2/6b1 w,"(3, 5)",100,1
4bb1w/4bbb1/w2b2w1/bw3w2/3w4/1wbb3b/w4bw1/3w4 b,"(3, 4)",50
4bb1w/3bbbb1/w2b2w1/bww2w2/3w4/1wbb3b/w4bw1/3w4 w,"(4, 2)",100,1
1w5w/b6w/2w2b2/3w1w1b/bb2w1bw/5b1b/1bw1wb1w/1b2b1wb b,"(2, 2)",-100,-1
2w3wb/b1b2w2/1b3wb1/5www/b1b1wbw1/w1bwbw1b/1wb2wbb/w1bwb2b w,"(3, 6)",100,1
8/3w3b/8/w7/2b1w3/b4b2/8/8 w,"(3, 5)",0
8/3w3b/8/w7/2b1w3/b4b2/8/8 b,"(4, 3)",0
8/3w3b/3w4/w2b4/2b1w3/b4b2/8/8 w,"(4, 4)",0
8/3w3b/3w4/w2b4/2b1w3/b4b2/8/8 b,"(3, 4)",0
8/3w3b/3wb3/w1wb4/2b1w3/b4b2/8/8 w,"(5, 3)",50
8/3w3b/3wb3/w1wb4/2b1w3/b4b2/8/8 b,"(2, 6)",50
8/3w1b1b/3wb3/w1wb4/2b1w3/bw3b2/8/8 w,"(6, 2)",100,1
8/2w2w1w/b1b5/1b6/3b2b1/8/5w2/8 w,"(4, 5)",0
8/2w2w1w/b1b5/1b6/3b2b1/8/5w2/8 b,"(5, 4)",0
8/2w2w1w/b1b5/1b1bw3/3b2b1/8/5w2/8 w,"(4, 4)",0
8/2w2w1w/b1b5/1b1bw3/3b2b1/8/5w2/8 b,"(4, 6)",0
8/2w2w1w/b1b5/1b1bw3/3bb1b1/3w4/5w2/8 w,"(5, 5)",50
8/2w2w1w/b1b5/1b1bw3/3bb1b1/3w4/5w2/8 b,"(2, 2)",50
8/1ww2w1w/b1b5/1b1bw3/3bbbb1/3w4/5w2/8 w,"(6, 5)",100,1
b3ww1b/w7/4bw2/w3wb1w/2wb4/1bbw4/bb6/b1b1w3 w,"(1, 8)",100,1
b2b4/w2b4/bb1bw1b1/bbbw4/2b1bw1w/4w1b1/ww2w1ww/w7 b,"(3, 2)",-50
b2b4/w1wb4/bbbbw1b1/bbbw4/2b1bw1w/4w1b1/ww2w1ww/w7 w,"(3, 3)",100,1
w2b1b2/w2ww1wb/1w1w3b/1w6/2b5/3w2b1/3bb2w/b1b1b3 b,"(6, 2)",-100,-1
8/8/8/1b6/8/8/8/8 b,"(3, 4)",0
8/8/8/1bw1b3/8/8/8/8 w,"(5, 4)",0
8/8/8/1bw1b3/8/8/8/8 b,"(4, 4)",0
8/8/8/1bwwb3/4b3/8/8/8 w,"(5, 5)",0
8/8/8/1bwwb3/4b3/8/8/8 b,"(5, 3)",0
8/8/4w3/1bwwb3/4b3/3b4/8/8 w,"(4, 6)",0
8/8/4w3/1bwwb3/4b3/3b4/8/8 b,"(5, 6)",0
8/8/4w3/1bwwbb2/4b3/3bw3/8/8 w,"(6, 4)",50
8/8/4w3/1bwwbb2/4b3/3bw3/8/8 b,"(3, 7)",50
8/8/4w1b1/1bwwbb2/4b3/3bw3/2w5/8 w,"(7, 3)",100,1
w1w1w1b1/5b2/3w2bw/bwwb2w1/bb1bww1b/1w3bbw/1w2bwb1/b1b2b1w b,"(3, 5)",-50
w1w1w1b1/5b2/3wb1bw/bwwb2w1/bbwbww1b/1w3bbw/1w2bwb1/b1b2b1w w,"(5, 3)",100,1
b2w4/1w1w1b2/6b1/2b5/3w4/8/ww3b2/2b4b b,"(4, 4)",-50
b2w4/1w1w1b2/3b2b1/2bw4/3w4/8/ww3b2/2b4b w,"(4, 3)",0
b2w4/1w1w1b2/3b2b1/2bw4/3w4/8/ww3b2/2b4b b,"(5, 4)",-50
b2w4/1w1w1b2/3b2b1/2bww3/2bw4/8/ww3b2/2b4b w,"(3, 5)",-50
b2w4/1w1w1b2/3b2b1/2bww3/2bw4/8/ww3b2/2b4b b,"(3, 6)",-100,-1
3wwbbb/3wwb1b/3b3b/w2w4/7w/3bb3/b1w5/3w4 w,"(4, 3)",50
3wwbbb/3wwb1b/3b3b/w2w4/7w/3bb3/b1w5/3w4 b,"(5, 4)",-50
3wwbbb/3wwb1b/3bb2b/w2ww3/7w/3bb3/b1w5/3w4 w,"(5, 3)",50
3wwbbb/3wwb1b/3bb2b/w2ww3/7w/3bb3/b1w5/3w4 b,"(4, 5)",50
3wwbbb/3wwb1b/3bb2b/w2ww2b/3w3w/3bb3/b1w5/3w4 w,"(8, 4)",100,1
7w/b7/1b3b2/b3w2b/3bww2/2w4b/1wbwbw1b/2bww3 b,"(2, 5)",-100,-1
3w4/8/5w2/2wb4/2b5/b1b3bw/8/8 w,"(4, 4)",0
3w4/8/5w2/2wb4/2b5/b1b3bw/8/8 b,"(5, 4)",0
3w4/8/3b1w2/2wbw3/2b5/b1b3bw/8/8 w,"(4, 3)",0
3w4/8/3b1w2/2wbw3/2b5/b1b3bw/8/8 b,"(4, 5)",-50
3w4/8/3bbw2/2wbw3/2bw4/b1b3bw/8/8 w,"(5, 3)",50
3w4/8/3bbw2/2wbw3/2bw4/b1b3bw/8/8 b,"(2, 6)",-50
3w4/5b2/3bbw2/2wbw3/2bw4/bwb3bw/8/8 w,"(6, 2)",100,1
2w4w/3b1b2/ww3w1b/2w2w2/bb1b4/bb1w4/w2bbb2/w1w3b1 b,"(3, 5)",-50
2w4w/3b1b2/ww3w1b/1bw2w2/bbwb4/bb1w4/w2bbb2/w1w3b1 w,"(2, 4)",50
2w4w/3b1b2/ww3w1b/1bw2w2/bbwb4/bb1w4/w2bbb2/w1w3b1 b,"(2, 7)",50
2w4w/3b1b2/wwb2w1b/1bw2w2/bbwb4/bb1w4/ww1bbb2/w1w3b1 w,"(3, 3)",100,1
8/w7/4b2b/3wb3/3b3w/8/1b3w2/8 b,"(3, 6)",0
8/w7/4b2b/3wb3/3bb2w/2w5/1b3w2/8 w,"(5, 5)",50
8/w7/4b2b/3wb3/3bb2w/2w5/1b3w2/8 b,"(5, 2)",50
8/w3w3/4b2b/3wb3/3bb2w/2w1b3/1b3w2/8 w,"(5, 6)",100,1
4w1b1/8/4b3/b7/7w/1w6/1b1w4/6b1 b,"(4, 4)",0
4w1b1/8/4b3/b2w4/4b2w/1w6/1b1w4/6b1 w,"(5, 5)",0
4w1b1/8/4b3/b2w4/4b2w/1w6/1b1w4/6b1 b,"(4, 5)",-50
4w1b1/8/4b3/b2w4/2bwb2w/1w6/1b1w4/6b1 w,"(3, 5)",-50
4w1b1/8/4b3/b2w4/2bwb2w/1w6/1b1w4/6b1 b,"(4, 6)",-100,-1
3b4/1b4w1/2b3bb/w3b3/1b4w1/w7/2w4b/2ww4 b,"(4, 5)",0
3b4/1b4w1/2b3bb/w2bb3/1b1w2w1/w7/2w4b/2ww4 w,"(4, 4)",50
3b4/1b4w1/2b3bb/w2bb3/1b1w2w1/w7/2w4b/2ww4 b,"(1, 1)",50
w2b4/1b4w1/2b3bb/w2bb3/1b1wb1w1/w7/2w4b/2ww4 w,"(5, 5)",100,1
3b4/4b1w1/1b5b/w1b2bww/1b1w3b/2w2bb1/2bww3/1w2w3 b,"(5, 4)",-50
3b4/4b1w1/1b5b/w1b1wbww/1b1w3b/2w2bb1/1bbww3/1w2w3 w,"(2, 7)",50
3b4/4b1w1/1b5b/w1b1wbww/1b1w3b/2w2bb1/1bbww3/1w2w3 b,"(4, 3)",-50
3b4/4b1w1/1b1w1b1b/w1b1wbww/1b1w3b/2w2bb1/1bbww3/1w2w3 w,"(6, 3)",50
3b4/4b1w1/1b1w1b1b/w1b1wbww/1b1w3b/2w2bb1/1bbww3/1w2w3 b,"(6, 5)",-50
3b4/2b1b1w1/1b1w1b1b/w1b1wbww/1b1w1w1b/2w2bb1/1bbww3/1w2w3 w,"(3, 2)",-50
3b4/2b1b1w1/1b1w1b1b/w1b1wbww/1b1w1w1b/2w2bb1/1bbww3/1w2w3 b,"(5, 6)",-100,-1
w1wb1b2/2b2w2/3bw1b1/2w1wwb1/8/2w5/1b3b1b/3ww1bb b,"(4, 2)",-100,-1
6w1/wb6/bw5w/1b1b2w1/7w/7b/3b3b/8 w,"(4, 4)",0
6w1/wb6/bw5w/1b1b2w1/7w/7b/3b3b/8 b,"(4, 5)",-50
6w1/wb6/bw5w/1bbb2w1/3w3w/7b/3b3b/8 w,"(3, 4)",50
6w1/wb6/bw5w/1bbb2w1/3w3w/7b/3b3b/8 b,"(1, 4)",50
6w1/wb6/bw5w/wbbbb1w1/3w3w/7b/3b3b/8 w,"(5, 4)",100,1
2w2bb1/5b2/b5b1/1ww1b3/2w2w1w/bb3bww/wbbwww2/1b1w1bb1 b,"(2, 5)",-50
2w2bb1/5b2/b5b1/1ww1b3/1ww2w1w/bb1b1bww/wbbwww2/1b1w1bb1 w,"(4, 6)",50
2w2bb1/5b2/b5b1/1ww1b3/1ww2w1w/bb1b1bww/wbbwww2/1b1w1bb1 b,"(3, 6)",-50
2w2bb1/5b2/b5b1/bww1b3/1ww2w1w/bbwb1bww/wbbwww2/1b1w1bb1 w,"(1, 4)",50
2w2bb1/5b2/b5b1/bww1b3/1ww2w1w/bbwb1bww/wbbwww2/1b1w1bb1 b,"(1, 5)",-50
2w2bb1/5b2/b1b3b1/bww1b3/www2w1w/bbwb1bww/wbbwww2/1b1w1bb1 w,"(3, 3)",50
2w2bb1/5b2/b1b3b1/bww1b3/www2w1w/bbwb1bww/wbbwww2/1b1w1bb1 b,"(4, 5)",-100,-1
2b2b2/5w2/8/4w3/8/6b1/8/1b1w4 b,"(4, 5)",0
2b2b2/5w2/3b4/4w3/3w4/6b1/8/1b1w4 w,"(4, 3)",0
2b2b2/5w2/3b4/4w3/3w4/6b1/8/1b1w4 b,"(5, 5)",0
2b2b2/5w2/3b4/4w3/3ww3/3b2b1/8/1b1w4 w,"(4, 6)",0
2b2b2/5w2/3b4/4w3/3ww3/3b2b1/8/1b1w4 b,"(4, 4)",0
2b2b2/5w2/3b4/2bww3/3ww3/3b2b1/8/1b1w4 w,"(3, 4)",50
2b2b2/5w2/3b4/2bww3/3ww3/3b2b1/8/1b1w4 b,"(5, 2)",-50
2b2b2/4ww2/3bb3/2bww3/3ww3/3b2b1/8/1b1w4 w,"(5, 3)",0
2b2b2/4ww2/3bb3/2bww3/3ww3/3b2b1/8/1b1w4 b,"(3, 5)",-50
2b2b2/4ww2/3bb3/2bww3/1bwww3/3b2b1/8/1b1w4 w,"(2, 5)",50
2b2b2/4ww2/3bb3/2bww3/1bwww3/3b2b1/8/1b1w4 b,"(1, 6)",-50
2b2b2/4ww2/2bbb3/2bww3/1bwww3/w2b2b1/8/1b1w4 w,"(3, 3)",50
2b2b2/4ww2/2bbb3/2bww3/1bwww3/w2b2b1/8/1b1w4 b,"(2, 3)",-50
2b2b2/2b1ww2/1wbbb3/2bww3/1bwww3/w2b2b1/8/1b1w4 w,"(3, 2)",100,1
3w4/8/4w2b/1b3b2/8/8/8/1w5b b,"(3, 4)",0
3w4/8/4w2b/1bw1bb2/8/8/8/1w5b w,"(5, 4)",0
3w4/8/4w2b/1bw1bb2/8/8/8/1w5b b,"(4, 4)",0
3w4/8/4w2b/1bwwbb2/4b3/8/8/1w5b w,"(5, 5)",0
3w4/8/4w2b/1bwwbb2/4b3/8/8/1w5b b,"(4, 5)",0
3w4/8/4w2b/1bwwbb2/2bwb3/8/8/1w5b w,"(3, 5)",0
3w4/8/4w2b/1bwwbb2/2bwb3/8/8/1w5b b,"(4, 3)",-50
3w4/3b4/3ww2b/1bwwbb2/2bwb3/8/8/1w5b w,"(4, 2)",-50
3w4/3b4/3ww2b/1bwwbb2/2bwb3/8/8/1w5b b,"(4, 6)",-100,-1
8/1b6/8/5w2/8/8/8/3b4 b,"(5, 5)",0
8/1b6/8/5w2/3bw3/8/8/3b4 w,"(4, 5)",0
8/1b6/8/5w2/3bw3/8/8/3b4 b,"(4, 4)",0
8/1b6/3b4/3w1w2/3bw3/8/8/3b4 w,"(4, 3)",0
8/1b6/3b4/3w1w2/3bw3/8/8/3b4 b,"(5, 4)",-50
8/1b6/3b4/2bwww2/3bw3/8/8/3b4 w,"(3, 4)",-50
8/1b6/3b4/2bwww2/3bw3/8/8/3b4 b,"(7, 4)",-100,-1
8/w4bw1/3w4/1b2b1b1/3w3w/2b5/2b5/1b1w4 w,"(5, 4)",0
8/w4bw1/3w4/1b2b1b1/3w3w/2b5/2b5/1b1w4 b,"(4, 4)",-50
8/w2b1bw1/3w4/1b1wb1b1/3w3w/2b5/2b5/1b1w4 w,"(4, 2)",-50
8/w2b1bw1/3w4/1b1wb1b1/3w3w/2b5/2b5/1b1w4 b,"(4, 6)",-100,-1
b2w1w2/b2bw2w/3w4/1w3w2/3wb1w1/2bb3w/2bb3b/wbbw1bb1 w,"(2, 8)",100,1
bb2w1b1/ww1w4/1w2w1w1/wb2bbb1/4w2w/1bbwbbb1/b1w3b1/wb2ww1b b,"(3, 2)",-100,-1
1b6/3w4/3w1w2/b4w2/2w1b3/5b2/5wb1/3b3b w,"(5, 5)",100,1
8/3b4/8/3b4/8/8/8/5w2 w,"(4, 4)",0
8/3b4/8/3b4/8/8/8/5w2 b,"(3, 5)",0
8/3b4/8/3b4/2wb4/8/8/5w2 w,"(4, 5)",50
8/3b4/8/3b4/2wb4/8/8/5w2 b,"(4, 6)",-50
8/3b4/3b4/3b4/2wb4/3w4/8/5w2 w,"(4, 3)",100,1
b2b4/2w4w/8/b1bbw3/8/5w2/4w2b/8 w,"(3, 4)",50
b2b4/2w4w/8/b1bbw3/8/5w2/4w2b/8 b,"(5, 5)",-50
b2b4/2w4w/8/bbbbw3/4w3/5w2/4w2b/8 w,"(2, 4)",100,1
3bw2b/1b3bw1/1b2bbwb/www1bb2/wb4bw/1w4w1/1ww2wbw/w1b3bb w,"(2, 5)",50
3bw2b/1b3bw1/1b2bbwb/www1bb2/wb4bw/1w4w1/1ww2wbw/w1b3bb b,"(4, 2)",-50
3bw2b/1b1w1bw1/1bb1bbwb/www1bb2/wb4bw/1w4w1/1ww2wbw/w1b3bb w,"(3, 3)",50
3bw2b/1b1w1bw1/1bb1bbwb/www1bb2/wb4bw/1w4w1/1ww2wbw/w1b3bb b,"(4, 3)",-50
3bw2b/1b1w1bw1/1bbwbbwb/wwwbbb2/wb4bw/1w4w1/1ww2wbw/w1b3bb w,"(4, 4)",50
3bw2b/1b1w1bw1/1bbwbbwb/wwwbbb2/wb4bw/1w4w1/1ww2wbw/w1b3bb b,"(1, 1)",-50
w2bw2b/1b1w1bw1/1bbwbbwb/wwwbbb2/wbb3bw/1w4w1/1ww2wbw/w1b3bb w,"(3, 5)",100,1
1wb4b/1bww1b1b/2w4w/3wb3/8/1bb1w2b/3w1w2/bww3bb b,"(6, 5)",-100,-1
8/b7/2w5/wb6/3b2ww/6b1/8/5b2 w,"(4, 5)",0
8/b7/2w5/wb6/3b2ww/6b1/8/5b2 b,"(3, 4)",0
8/b7/2wb4/wbw5/3b2ww/6b1/8/5b2 w,"(4, 3)",0
8/b7/2wb4/wbw5/3b2ww/6b1/8/5b2 b,"(5, 4)",0
8/b7/2wb4/wbwbw3/3b2ww/6b1/8/5b2 w,"(4, 4)",50
8/b7/2wb4/wbwbw3/3b2ww/6b1/8/5b2 b,"(4, 2)",50
8/b2w4/2wb4/wbwbw3/3b2ww/3b2b1/8/5b2 w,"(4, 6)",100,1
2wb2b1/4wbbw/1w1b4/1b6/5w2/1b6/w7/1w3b2 b,"(4, 4)",0
2wb2b1/4wbbw/1w1b4/1bbw4/5w2/1b6/w7/1w3b2 w,"(3, 4)",0
2wb2b1/4wbbw/1w1b4/1bbw4/5w2/1b6/w7/1w3b2 b,"(4, 5)",0
2wb2b1/4wbbw/1w1b4/1bbw4/3w1w2/1b1b4/w7/1w3b2 w,"(4, 6)",0
2wb2b1/4wbbw/1w1b4/1bbw4/3w1w2/1b1b4/w7/1w3b2 b,"(3, 5)",-50
2wb2b1/4wbbw/1w1bb3/1bbw4/2ww1w2/1b1b4/w7/1w3b2 w,"(5, 3)",-50
2wb2b1/4wbbw/1w1bb3/1bbw4/2ww1w2/1b1b4/w7/1w3b2 b,"(5, 5)",-100,-1
3bb3/5bw1/b4ww1/5b1w/w4w2/6b1/7b/8 b,"(3, 4)",0
3bb3/5bw1/b4ww1/2w2b1w/w3bw2/6b1/7b/8 w,"(5, 5)",0
3bb3/5bw1/b4ww1/2w2b1w/w3bw2/6b1/7b/8 b,"(4, 3)",-50
3bb3/5bw1/b2wbww1/2w2b1w/w3bw2/6b1/7b/8 w,"(5, 3)",0
3bb3/5bw1/b2wbww1/2w2b1w/w3bw2/6b1/7b/8 b,"(4, 5)",-50
3bb3/5bw1/b2wbww1/2w1bb1w/w2wbw2/6b1/7b/8 w,"(5, 4)",50
3bb3/5bw1/b2wbww1/2w1bb1w/w2wbw2/6b1/7b/8 b,"(5, 2)",-50
3bb3/4wbw1/b2wbww1/2w1bb1w/wb1wbw2/6b1/7b/8 w,"(2, 5)",50
3bb3/4wbw1/b2wbww1/2w1bb1w/wb1wbw2/6b1/7b/8 b,"(5, 6)",-50
3bb3/4wbw1/bb1wbww1/2w1bb1w/wb1wbw2/4w1b1/7b/8 w,"(2, 3)",-50
3bb3/4wbw1/bb1wbww1/2w1bb1w/wb1wbw2/4w1b1/7b/8 b,"(6, 1)",-100,-1
2b2b1b/b1w1b1w1/3w4/1b4b1/8/8/3w4/1w5w b,"(5, 4)",-50
1bb2b1b/b1w1b1w1/3w4/1b2w1b1/8/8/3w4/1w5w w,"(2, 1)",-50
1bb2b1b/b1w1b1w1/3w4/1b2w1b1/8/8/3w4/1w5w b,"(6, 5)",-100,-1
1ww2wbb/bb1ww3/w1bbbb1w/2bw3w/w1w1b1w1/1bwb1b2/w3b1wb/4w1bb w,"(4, 3)",100,1
5b1b/1b3w1w/w2w4/b1w3ww/8/w5bb/4b3/1b3b2 b,"(2, 5)",-100,-1
8/wb2b3/1b6/2w1bw2/3b2w1/1w6/2b5/1w5b w,"(5, 4)",0
8/wb2b3/1b6/2w1bw2/3b2w1/1w6/2b5/1w5b b,"(5, 5)",0
8/wb2b3/1b6/2w1bw2/3bw1w1/1w1b4/2b5/1w5b w,"(4, 6)",0
8/wb2b3/1b6/2w1bw2/3bw1w1/1w1b4/2b5/1w5b b,"(3, 5)",0
8/wb2b3/1b6/2wbbw2/2wbw1w1/1w1b4/2b5/1w5b w,"(4, 4)",50
8/wb2b3/1b6/2wbbw2/2wbw1w1/1w1b4/2b5/1w5b b,"(4, 3)",50
8/wb2b3/1b1w4/2wbbw2/2wbw1w1/1w1b4/2bb4/1w5b w,"(4, 7)",100,1
1wwwb1wb/2b1w1b1/wb1w1b2/5b2/2w3w1/bbw5/1bw3bw/b1bb3w b,"(1, 1)",-100,-1
8/1ww1b3/bbbb2ww/4w1bw/b1bbwbwb/3w1wb1/3bb2w/1wbwwbw1 w,"(2, 3)",100,1
8/8/8/8/4b3/8/8/8 w,"(5, 5)",0
8/8/8/8/4b3/8/8/8 b,"(5, 4)",0
8/8/8/4w3/3bb3/8/8/8 w,"(4, 5)",0
8/8/8/4w3/3bb3/8/8/8 b,"(4, 6)",0
8/8/8/4w3/2bbb3/3w4/8/8 w,"(3, 5)",50
8/8/8/4w3/2bbb3/3w4/8/8 b,"(2, 5)",50
8/8/8/4w3/1wbbbb2/3w4/8/8 w,"(6, 5)",100,1
7w/2b3bw/6b1/2w5/4b1b1/7w/3wb3/8 b,"(4, 4)",50
7w/2b3bw/6b1/2ww2b1/4b1b1/7w/3wb3/8 w,"(7, 4)",100,1
8/b7/5w2/4bb2/2w2w1w/4w3/2b4b/2b5 w,"(5, 4)",0
8/b7/5w2/4bb2/2w2w1w/4w3/2b4b/2b5 b,"(4, 3)",0
8/b7/3w1w2/3bbb2/2w2w1w/4w3/2b4b/2b5 w,"(4, 4)",50
8/b7/3w1w2/3bbb2/2w2w1w/4w3/2b4b/2b5 b,"(3, 4)",50
8/b7/3w1w2/2wbbbb1/2w2w1w/4w3/2b4b/2b5 w,"(7, 4)",100,1
5wb1/1bb1b1w1/w2w2wb/b1w1b1w1/b3b3/1w2b3/w2ww1b1/1bw3b1 w,"(5, 2)",50
5wb1/1bb1b1w1/w2w2wb/b1w1b1w1/b3b3/1w2b3/w2ww1b1/1bw3b1 b,"(4, 2)",-50
5wb1/1bbwb1w1/w2wb1wb/b1w1b1w1/b3b3/1w2b3/w2ww1b1/1bw3b1 w,"(5, 3)",100,1
8/8/8/8/8/8/8/3b4 b,"(5, 5)",0
8/8/8/8/3bw3/8/8/3b4 w,"(4, 5)",0
8/8/8/8/3bw3/8/8/3b4 b,"(4, 3)",0
8/8/3w4/8/2bbw3/8/8/3b4 w,"(3, 5)",0
8/8/3w4/8/2bbw3/8/8/3b4 b,"(4, 4)",0
8/8/3wb3/3w4/2bbw3/8/8/3b4 w,"(5, 3)",0
8/8/3wb3/3w4/2bbw3/8/8/3b4 b,"(5, 6)",0
8/8/3wb3/3w1b2/2bbw3/4w3/8/3b4 w,"(6, 4)",0
8/8/3wb3/3w1b2/2bbw3/4w3/8/3b4 b,"(5, 4)",-50
8/8/3wb3/1b1wwb2/2bbw3/4w3/8/3b4 w,"(2, 4)",-50
8/8/3wb3/1b1wwb2/2bbw3/4w3/8/3b4 b,"(5, 7)",-100,-1
5b2/w2wbb2/8/3b4/8/3b4/2w2b2/1w5w b,"(5, 5)",0
5b2/w2wbb2/8/3b4/3bw3/3b4/2w2b2/1w5w w,"(4, 5)",50
5b2/w2wbb2/8/3b4/3bw3/3b4/2w2b2/1w5w b,"(4, 3)",50
5b2/w2wbb2/3w4/3b4/3bw3/3b4/2wb1b2/1w5w w,"(4, 7)",100,1
2b5/5w1b/1w2w1b1/1wb1b1ww/3bw3/wb1w1b1b/2b5/3b1wwb b,"(4, 4)",-50
2b5/5w1b/1w2w1b1/1wbwb1ww/b2bw3/wb1w1b1b/2b5/3b1wwb w,"(1, 5)",100,1
1b2wb2/1bb2w2/3wb1b1/2w1bb1w/b2ww1w1/1w1wbwbw/2b2ww1/1bbbb1w1 w,"(3, 8)",100,1
1w3bw1/1b1b1w2/bwb3b1/5b2/wwb3wb/wb3b2/1bw1b3/2www3 w,"(2, 6)",-50
1w3bw1/1b1b1w2/bwb3b1/5b2/wwb3wb/wb3b2/1bw1b3/2www3 b,"(2, 8)",-100,-1
3b1w2/wb1w1bww/bbw2w2/1w1bw1b1/bb3bb1/b4bwb/1wb4b/1w1w1w1w b,"(1, 4)",-50
3b1w2/wb1w1bww/bbw2w2/ww1bw1b1/bb1b1bb1/b4bwb/1wb4b/1w1w1w1w w,"(4, 5)",50
3b1w2/wb1w1bww/bbw2w2/ww1bw1b1/bb1b1bb1/b4bwb/1wb4b/1w1w1w1w b,"(3, 5)",-50
3bbw2/wb1w1bww/bbw2w2/ww1bw1b1/bbwb1bb1/b4bwb/1wb4b/1w1w1w1w w,"(5, 1)",50
3bbw2/wb1w1bww/bbw2w2/ww1bw1b1/bbwb1bb1/b4bwb/1wb4b/1w1w1w1w b,"(5, 5)",-50
3bbw2/wb1w1bww/bbw1bw2/ww1bw1b1/bbwbwbb1/b4bwb/1wb4b/1w1w1w1w w,"(5, 3)",50
3bbw2/wb1w1bww/bbw1bw2/ww1bw1b1/bbwbwbb1/b4bwb/1wb4b/1w1w1w1w b,"(6, 4)",-50
3bbwb1/wb1w1bww/bbw1bw2/ww1bwwb1/bbwbwbb1/b4bwb/1wb4b/1w1w1w1w w,"(7, 1)",100,1
3w4/1www2w1/b3b3/bw3b2/4b1wb/w2bb1b1/8/b1b1wwwb b,"(1, 2)",-100,-1
wbw4b/1wbb1b1b/1wbwbw2/2bb3b/w3w2b/wbwwbbw1/3ww2w/2wb3b w,"(2, 6)",50
wbw4b/1wbb1b1b/1wbwbw2/2bb3b/w3w2b/wbwwbbw1/3ww2w/2wb3b b,"(3, 5)",-50
wbw4b/1wbb1b1b/1wbwbw2/1bbb3b/w1w1w2b/wbwwbbw1/3ww2w/2wb3b w,"(2, 4)",50
wbw4b/1wbb1b1b/1wbwbw2/1bbb3b/w1w1w2b/wbwwbbw1/3ww2w/2wb3b b,"(1, 4)",-50
